0,1,2,3
"Retrieved 2023-05-14. Further reading  Jackson, R.; Hillard, D. (June 1986). ""Tracking the Elusive Snow Leopard"". National Geographic. Vol. 169, no. 6. pp. 793–809. OCLC 643483454. Janczewski, D. N.; Modi, W. S.; Stephens, J. C.; O'Brien, S. J.","Retrieved 2023-05-14. Further reading  Jackson, R.; Hillard, D. (June 1986). ""Tracking the Elusive Snow Leopard"". National Geographic. Vol. 169, no. 6. pp. 793–809. OCLC 643483454. Janczewski, D. N.; Modi, W. S.; Stephens, J. C.; O'Brien, S. J.","Retrieved 2023-05-14. Further reading  Jackson, R.; Hillard, D. (June 1986). ""Tracking the Elusive Snow Leopard"". National Geographic. Vol. 169, no. 6. pp. 793–809. OCLC 643483454. Janczewski, D. N.; Modi, W. S.; Stephens, J. C.; O'Brien, S. J.","Retrieved 2023-05-14. Further reading  Jackson, R.; Hillard, D. (June 1986). ""Tracking the Elusive Snow Leopard"". National Geographic. Vol. 169, no. 6. pp. 793–809. OCLC 643483454. Janczewski, D. N.; Modi, W. S.; Stephens, J. C.; O'Brien, S. J."
"& Lu, Z. (2016). ""China: The Tibetan Plateau, Sanjiangyuan Region"". In McCarthy, T. & Mallon, D.","Toggle the table of contents  Contents  (Top)  1History                    Toggle History subsection                            1.1Establishing a village                                    1.2Becoming a town                                    1.3Recent developments  2Geography  3Communities and neighbourhoods                    Toggle Communities and neighbourhoods subsection                            3.1Cherry                                    3.2Aurora Village                                    3.3Hills of St. Andrew                                    3.4Petchville                                    3.5White Rose  4Demographics  5Government                    Toggle Government subsection                            5.1Emergency services  6Education  7Growth and urban planning                    Toggle Growth and urban planning subsection                            7.1The Aurora Promenade                                    7.2Aurora Town Square  8Library  9Transportation                    Toggle Transportation subsection                            9.1Roads                                    9.2Public transit  10Media                    Toggle Media subsection                            10.1Radio  11Theatre  12Economy  13Architecture  14Sports  15Notable residents  16Sister cities  17See also  18Notes  19References  20Further reading  21External links  Aurora, Ontario  27 languages  العربية  Atikamekw  Беларуская  Català  Cebuano  Deutsch  Español  Esperanto  فارسی  Français  한국어  Italiano  مصرى  Nederlands  日本語  Norsk bokmål  Polski  Português  Русский  Slovenčina  Српски / srpski  Srpskohrvatski / српскохрватски  Suomi  Svenska  Українська  اردو  中文  Edit links  Article  Talk  English  Read  Edit  View history  Tools  Tools  Actions  Read  Edit  View history  General  What links here  Related changes  Upload file  Special pages  Permanent link  Page information  Cite this page  Get shortened URL  Download QR code  Wikidata item  Expand all  Edit interlanguage links  Print/export  Download as PDF  Printable version  In other projects  Wikimedia Commons  Wikivoyage  Coordinates: 44°0′N 79°28′W﻿ / ﻿44.000°N 79.467°W﻿ / 44.000; -79.467  From Wikipedia, the free encyclopedia  Town in Ontario, Canada  Aurora Town ( lower-tier ) Town of Aurora Aurora Town Hall Seal Logo Motto: ""You're in Good Company"" - Motto Found on Seal: (Latin): ""Sol Meus Testis"" (Eng. ""The Sun is My Witness"") Location of Aurora within York Region Aurora Aurora in relation to southern Ontario Coordinates: 44°0′N 79°28′W ﻿ / ﻿ 44.000°N 79.467°W ﻿ / 44.000; -79.467 Country Canada Province Ontario Regional municipality York Region Settled 1854 Incorporated 1888 (town) Government • Mayor Tom Mrakas • Councilors show List Harold Kim Wendy Gaertner Ron Weese Michael Thompson Rachel Gilliland John Gallo Area • Total 50.00 km 2 (19.31 sq mi) Elevation 304 m (997 ft) Population (2021) [1] • Total 62,057 ( Ranked 92nd ) • Density 1,241.1/km 2 (3,214/sq mi) Time zone UTC-5 (EST) • Summer ( DST ) UTC-4 (EDT) Forward Sortation Area L4G Area codes 905, 289, 365, and 742 GNBC CGNDB Key FDJFO [2] Website www .aurora .ca  Aurora (  2021 population: 62,057  [1]  York Region in the  Greater Toronto Area, within the  Golden Horseshoe of  Southern Ontario,  Canada.","Toggle the table of contents  Contents  (Top)  1History                    Toggle History subsection                            1.1Establishing a village                                    1.2Becoming a town                                    1.3Recent developments  2Geography  3Communities and neighbourhoods                    Toggle Communities and neighbourhoods subsection                            3.1Cherry                                    3.2Aurora Village                                    3.3Hills of St. Andrew                                    3.4Petchville                                    3.5White Rose  4Demographics  5Government                    Toggle Government subsection                            5.1Emergency services  6Education  7Growth and urban planning                    Toggle Growth and urban planning subsection                            7.1The Aurora Promenade                                    7.2Aurora Town Square  8Library  9Transportation                    Toggle Transportation subsection                            9.1Roads                                    9.2Public transit  10Media                    Toggle Media subsection                            10.1Radio  11Theatre  12Economy  13Architecture  14Sports  15Notable residents  16Sister cities  17See also  18Notes  19References  20Further reading  21External links  Aurora, Ontario  27 languages  العربية  Atikamekw  Беларуская  Català  Cebuano  Deutsch  Español  Esperanto  فارسی  Français  한국어  Italiano  مصرى  Nederlands  日本語  Norsk bokmål  Polski  Português  Русский  Slovenčina  Српски / srpski  Srpskohrvatski / српскохрватски  Suomi  Svenska  Українська  اردو  中文  Edit links  Article  Talk  English  Read  Edit  View history  Tools  Tools  Actions  Read  Edit  View history  General  What links here  Related changes  Upload file  Special pages  Permanent link  Page information  Cite this page  Get shortened URL  Download QR code  Wikidata item  Expand all  Edit interlanguage links  Print/export  Download as PDF  Printable version  In other projects  Wikimedia Commons  Wikivoyage  Coordinates: 44°0′N 79°28′W﻿ / ﻿44.000°N 79.467°W﻿ / 44.000; -79.467  From Wikipedia, the free encyclopedia  Town in Ontario, Canada  Aurora Town ( lower-tier ) Town of Aurora Aurora Town Hall Seal Logo Motto: ""You're in Good Company"" - Motto Found on Seal: (Latin): ""Sol Meus Testis"" (Eng. ""The Sun is My Witness"") Location of Aurora within York Region Aurora Aurora in relation to southern Ontario Coordinates: 44°0′N 79°28′W ﻿ / ﻿ 44.000°N 79.467°W ﻿ / 44.000; -79.467 Country Canada Province Ontario Regional municipality York Region Settled 1854 Incorporated 1888 (town) Government • Mayor Tom Mrakas • Councilors show List Harold Kim Wendy Gaertner Ron Weese Michael Thompson Rachel Gilliland John Gallo Area • Total 50.00 km 2 (19.31 sq mi) Elevation 304 m (997 ft) Population (2021) [1] • Total 62,057 ( Ranked 92nd ) • Density 1,241.1/km 2 (3,214/sq mi) Time zone UTC-5 (EST) • Summer ( DST ) UTC-4 (EDT) Forward Sortation Area L4G Area codes 905, 289, 365, and 742 GNBC CGNDB Key FDJFO [2] Website www .aurora .ca  Aurora (  2021 population: 62,057  [1]  York Region in the  Greater Toronto Area, within the  Golden Horseshoe of  Southern Ontario,  Canada.","Toggle the table of contents  Contents  (Top)  1History                    Toggle History subsection                            1.1Establishing a village                                    1.2Becoming a town                                    1.3Recent developments  2Geography  3Communities and neighbourhoods                    Toggle Communities and neighbourhoods subsection                            3.1Cherry                                    3.2Aurora Village                                    3.3Hills of St. Andrew                                    3.4Petchville                                    3.5White Rose  4Demographics  5Government                    Toggle Government subsection                            5.1Emergency services  6Education  7Growth and urban planning                    Toggle Growth and urban planning subsection                            7.1The Aurora Promenade                                    7.2Aurora Town Square  8Library  9Transportation                    Toggle Transportation subsection                            9.1Roads                                    9.2Public transit  10Media                    Toggle Media subsection                            10.1Radio  11Theatre  12Economy  13Architecture  14Sports  15Notable residents  16Sister cities  17See also  18Notes  19References  20Further reading  21External links  Aurora, Ontario  27 languages  العربية  Atikamekw  Беларуская  Català  Cebuano  Deutsch  Español  Esperanto  فارسی  Français  한국어  Italiano  مصرى  Nederlands  日本語  Norsk bokmål  Polski  Português  Русский  Slovenčina  Српски / srpski  Srpskohrvatski / српскохрватски  Suomi  Svenska  Українська  اردو  中文  Edit links  Article  Talk  English  Read  Edit  View history  Tools  Tools  Actions  Read  Edit  View history  General  What links here  Related changes  Upload file  Special pages  Permanent link  Page information  Cite this page  Get shortened URL  Download QR code  Wikidata item  Edit interlanguage links  Expand all  Print/export  Download as PDF  Printable version  In other projects  Wikimedia Commons  Wikivoyage  Coordinates: 44°0′N 79°28′W﻿ / ﻿44.000°N 79.467°W﻿ / 44.000; -79.467  From Wikipedia, the free encyclopedia  Town in Ontario, Canada  Aurora Town ( lower-tier ) Town of Aurora Aurora Town Hall Seal Logo Motto: ""You're in Good Company"" - Motto Found on Seal: (Latin): ""Sol Meus Testis"" (Eng. ""The Sun is My Witness"") Location of Aurora within York Region Aurora Aurora in relation to southern Ontario Coordinates: 44°0′N 79°28′W ﻿ / ﻿ 44.000°N 79.467°W ﻿ / 44.000; -79.467 Country Canada Province Ontario Regional municipality York Region Settled 1854 Incorporated 1888 (town) Government • Mayor Tom Mrakas • Councilors show List Harold Kim Wendy Gaertner Ron Weese Michael Thompson Rachel Gilliland John Gallo Area • Total 50.00 km 2 (19.31 sq mi) Elevation 304 m (997 ft) Population (2021) [1] • Total 62,057 ( Ranked 92nd ) • Density 1,241.1/km 2 (3,214/sq mi) Time zone UTC-5 (EST) • Summer ( DST ) UTC-4 (EDT) Forward Sortation Area L4G Area codes 905, 289, 365, and 742 GNBC CGNDB Key FDJFO [2] Website www .aurora .ca  Aurora (  2021 population: 62,057  [1]  York Region in the  Greater Toronto Area, within the  Golden Horseshoe of  Southern Ontario,  Canada."
"doi:10.1016/j.applanim.2010.12.005. ^ Jump up to: a b Heptner, V. G.; Sludskij, A. A. (1992) [1972]. ""Snow Leopard, Ounce [Irbis]"". Mlekopitajuščie Sovetskogo Soiuza. Moskva: Vysšaia Škola [Mammals of the Soviet Union. Volume II, Part 2. Carnivora (Hyaenas and Cats)]. Washington DC: Smithsonian Institution and the National Science Foundation. pp.","doi:10.1016/j.applanim.2010.12.005. ^ Jump up to: a b Heptner, V. G.; Sludskij, A. A. (1992) [1972]. ""Snow Leopard, Ounce [Irbis]"". Mlekopitajuščie Sovetskogo Soiuza. Moskva: Vysšaia Škola [Mammals of the Soviet Union. Volume II, Part 2. Carnivora (Hyaenas and Cats)]. Washington DC: Smithsonian Institution and the National Science Foundation. pp.","doi:10.1016/j.applanim.2010.12.005. ^ Jump up to: a b Heptner, V. G.; Sludskij, A. A. (1992) [1972]. ""Snow Leopard, Ounce [Irbis]"". Mlekopitajuščie Sovetskogo Soiuza. Moskva: Vysšaia Škola [Mammals of the Soviet Union. Volume II, Part 2. Carnivora (Hyaenas and Cats)]. Washington DC: Smithsonian Institution and the National Science Foundation. pp.","doi:10.1016/j.applanim.2010.12.005. ^ Jump up to: a b Heptner, V. G.; Sludskij, A. A. (1992) [1972]. ""Snow Leopard, Ounce [Irbis]"". Mlekopitajuščie Sovetskogo Soiuza. Moskva: Vysšaia Škola [Mammals of the Soviet Union. Volume II, Part 2. Carnivora (Hyaenas and Cats)]. Washington DC: Smithsonian Institution and the National Science Foundation. pp."
"Toggle the table of contents  Contents  (Top)  1History                    Toggle History subsection                            1.1Establishing a village                                    1.2Becoming a town                                    1.3Recent developments  2Geography  3Communities and neighbourhoods                    Toggle Communities and neighbourhoods subsection                            3.1Cherry                                    3.2Aurora Village                                    3.3Hills of St. Andrew                                    3.4Petchville                                    3.5White Rose  4Demographics  5Government                    Toggle Government subsection                            5.1Emergency services  6Education  7Growth and urban planning                    Toggle Growth and urban planning subsection                            7.1The Aurora Promenade                                    7.2Aurora Town Square  8Library  9Transportation                    Toggle Transportation subsection                            9.1Roads                                    9.2Public transit  10Media                    Toggle Media subsection                            10.1Radio  11Theatre  12Economy  13Architecture  14Sports  15Notable residents  16Sister cities  17See also  18Notes  19References  20Further reading  21External links  Aurora, Ontario  27 languages  العربية  Atikamekw  Беларуская  Català  Cebuano  Deutsch  Español  Esperanto  فارسی  Français  한국어  Italiano  مصرى  Nederlands  日本語  Norsk bokmål  Polski  Português  Русский  Slovenčina  Српски / srpski  Srpskohrvatski / српскохрватски  Suomi  Svenska  Українська  اردو  中文  Edit links  Article  Talk  English  Read  Edit  View history  Tools  Tools  Actions  Read  Edit  View history  General  What links here  Related changes  Upload file  Special pages  Permanent link  Page information  Cite this page  Get shortened URL  Download QR code  Wikidata item  Expand all  Edit interlanguage links  Print/export  Download as PDF  Printable version  In other projects  Wikimedia Commons  Wikivoyage  Coordinates: 44°0′N 79°28′W﻿ / ﻿44.000°N 79.467°W﻿ / 44.000; -79.467  From Wikipedia, the free encyclopedia  Town in Ontario, Canada  Aurora Town ( lower-tier ) Town of Aurora Aurora Town Hall Seal Logo Motto: ""You're in Good Company"" - Motto Found on Seal: (Latin): ""Sol Meus Testis"" (Eng. ""The Sun is My Witness"") Location of Aurora within York Region Aurora Aurora in relation to southern Ontario Coordinates: 44°0′N 79°28′W ﻿ / ﻿ 44.000°N 79.467°W ﻿ / 44.000; -79.467 Country Canada Province Ontario Regional municipality York Region Settled 1854 Incorporated 1888 (town) Government • Mayor Tom Mrakas • Councilors show List Harold Kim Wendy Gaertner Ron Weese Michael Thompson Rachel Gilliland John Gallo Area • Total 50.00 km 2 (19.31 sq mi) Elevation 304 m (997 ft) Population (2021) [1] • Total 62,057 ( Ranked 92nd ) • Density 1,241.1/km 2 (3,214/sq mi) Time zone UTC-5 (EST) • Summer ( DST ) UTC-4 (EDT) Forward Sortation Area L4G Area codes 905, 289, 365, and 742 GNBC CGNDB Key FDJFO [2] Website www .aurora .ca  Aurora (  2021 population: 62,057  [1]  York Region in the  Greater Toronto Area, within the  Golden Horseshoe of  Southern Ontario,  Canada.","Toggle the table of contents  Contents  (Top)  1History                    Toggle History subsection                            1.1Establishing a village                                    1.2Becoming a town                                    1.3Recent developments  2Geography  3Communities and neighbourhoods                    Toggle Communities and neighbourhoods subsection                            3.1Cherry                                    3.2Aurora Village                                    3.3Hills of St. Andrew                                    3.4Petchville                                    3.5White Rose  4Demographics  5Government                    Toggle Government subsection                            5.1Emergency services  6Education  7Growth and urban planning                    Toggle Growth and urban planning subsection                            7.1The Aurora Promenade                                    7.2Aurora Town Square  8Library  9Transportation                    Toggle Transportation subsection                            9.1Roads                                    9.2Public transit  10Media                    Toggle Media subsection                            10.1Radio  11Theatre  12Economy  13Architecture  14Sports  15Notable residents  16Sister cities  17See also  18Notes  19References  20Further reading  21External links  Aurora, Ontario  27 languages  العربية  Atikamekw  Беларуская  Català  Cebuano  Deutsch  Español  Esperanto  فارسی  Français  한국어  Italiano  مصرى  Nederlands  日本語  Norsk bokmål  Polski  Português  Русский  Slovenčina  Српски / srpski  Srpskohrvatski / српскохрватски  Suomi  Svenska  Українська  اردو  中文  Edit links  Article  Talk  English  Read  Edit  View history  Tools  Tools  Actions  Read  Edit  View history  General  What links here  Related changes  Upload file  Special pages  Permanent link  Page information  Cite this page  Get shortened URL  Download QR code  Wikidata item  Expand all  Edit interlanguage links  Print/export  Download as PDF  Printable version  In other projects  Wikimedia Commons  Wikivoyage  Coordinates: 44°0′N 79°28′W﻿ / ﻿44.000°N 79.467°W﻿ / 44.000; -79.467  From Wikipedia, the free encyclopedia  Town in Ontario, Canada  Aurora Town ( lower-tier ) Town of Aurora Aurora Town Hall Seal Logo Motto: ""You're in Good Company"" - Motto Found on Seal: (Latin): ""Sol Meus Testis"" (Eng. ""The Sun is My Witness"") Location of Aurora within York Region Aurora Aurora in relation to southern Ontario Coordinates: 44°0′N 79°28′W ﻿ / ﻿ 44.000°N 79.467°W ﻿ / 44.000; -79.467 Country Canada Province Ontario Regional municipality York Region Settled 1854 Incorporated 1888 (town) Government • Mayor Tom Mrakas • Councilors show List Harold Kim Wendy Gaertner Ron Weese Michael Thompson Rachel Gilliland John Gallo Area • Total 50.00 km 2 (19.31 sq mi) Elevation 304 m (997 ft) Population (2021) [1] • Total 62,057 ( Ranked 92nd ) • Density 1,241.1/km 2 (3,214/sq mi) Time zone UTC-5 (EST) • Summer ( DST ) UTC-4 (EDT) Forward Sortation Area L4G Area codes 905, 289, 365, and 742 GNBC CGNDB Key FDJFO [2] Website www .aurora .ca  Aurora (  2021 population: 62,057  [1]  York Region in the  Greater Toronto Area, within the  Golden Horseshoe of  Southern Ontario,  Canada.","Toggle the table of contents  Contents  (Top)  1History                    Toggle History subsection                            1.1Establishing a village                                    1.2Becoming a town                                    1.3Recent developments  2Geography  3Communities and neighbourhoods                    Toggle Communities and neighbourhoods subsection                            3.1Cherry                                    3.2Aurora Village                                    3.3Hills of St. Andrew                                    3.4Petchville                                    3.5White Rose  4Demographics  5Government                    Toggle Government subsection                            5.1Emergency services  6Education  7Growth and urban planning                    Toggle Growth and urban planning subsection                            7.1The Aurora Promenade                                    7.2Aurora Town Square  8Library  9Transportation                    Toggle Transportation subsection                            9.1Roads                                    9.2Public transit  10Media                    Toggle Media subsection                            10.1Radio  11Theatre  12Economy  13Architecture  14Sports  15Notable residents  16Sister cities  17See also  18Notes  19References  20Further reading  21External links  Aurora, Ontario  27 languages  العربية  Atikamekw  Беларуская  Català  Cebuano  Deutsch  Español  Esperanto  فارسی  Français  한국어  Italiano  مصرى  Nederlands  日本語  Norsk bokmål  Polski  Português  Русский  Slovenčina  Српски / srpski  Srpskohrvatski / српскохрватски  Suomi  Svenska  Українська  اردو  中文  Edit links  Article  Talk  English  Read  Edit  View history  Tools  Tools  Actions  Read  Edit  View history  General  What links here  Related changes  Upload file  Special pages  Permanent link  Page information  Cite this page  Get shortened URL  Download QR code  Wikidata item  Edit interlanguage links  Expand all  Print/export  Download as PDF  Printable version  In other projects  Wikimedia Commons  Wikivoyage  Coordinates: 44°0′N 79°28′W﻿ / ﻿44.000°N 79.467°W﻿ / 44.000; -79.467  From Wikipedia, the free encyclopedia  Town in Ontario, Canada  Aurora Town ( lower-tier ) Town of Aurora Aurora Town Hall Seal Logo Motto: ""You're in Good Company"" - Motto Found on Seal: (Latin): ""Sol Meus Testis"" (Eng. ""The Sun is My Witness"") Location of Aurora within York Region Aurora Aurora in relation to southern Ontario Coordinates: 44°0′N 79°28′W ﻿ / ﻿ 44.000°N 79.467°W ﻿ / 44.000; -79.467 Country Canada Province Ontario Regional municipality York Region Settled 1854 Incorporated 1888 (town) Government • Mayor Tom Mrakas • Councilors show List Harold Kim Wendy Gaertner Ron Weese Michael Thompson Rachel Gilliland John Gallo Area • Total 50.00 km 2 (19.31 sq mi) Elevation 304 m (997 ft) Population (2021) [1] • Total 62,057 ( Ranked 92nd ) • Density 1,241.1/km 2 (3,214/sq mi) Time zone UTC-5 (EST) • Summer ( DST ) UTC-4 (EDT) Forward Sortation Area L4G Area codes 905, 289, 365, and 742 GNBC CGNDB Key FDJFO [2] Website www .aurora .ca  Aurora (  2021 population: 62,057  [1]  York Region in the  Greater Toronto Area, within the  Golden Horseshoe of  Southern Ontario,  Canada.","Toggle the table of contents  Contents  (Top)  1History                    Toggle History subsection                            1.1Establishing a village                                    1.2Becoming a town                                    1.3Recent developments  2Geography  3Communities and neighbourhoods                    Toggle Communities and neighbourhoods subsection                            3.1Cherry                                    3.2Aurora Village                                    3.3Hills of St. Andrew                                    3.4Petchville                                    3.5White Rose  4Demographics  5Government                    Toggle Government subsection                            5.1Emergency services  6Education  7Growth and urban planning                    Toggle Growth and urban planning subsection                            7.1The Aurora Promenade                                    7.2Aurora Town Square  8Library  9Transportation                    Toggle Transportation subsection                            9.1Roads                                    9.2Public transit  10Media                    Toggle Media subsection                            10.1Radio  11Theatre  12Economy  13Architecture  14Sports  15Notable residents  16Sister cities  17See also  18Notes  19References  20Further reading  21External links  Aurora, Ontario  27 languages  العربية  Atikamekw  Беларуская  Català  Cebuano  Deutsch  Español  Esperanto  فارسی  Français  한국어  Italiano  مصرى  Nederlands  日本語  Norsk bokmål  Polski  Português  Русский  Slovenčina  Српски / srpski  Srpskohrvatski / српскохрватски  Suomi  Svenska  Українська  اردو  中文  Edit links  Article  Talk  English  Read  Edit  View history  Tools  Tools  Actions  Read  Edit  View history  General  What links here  Related changes  Upload file  Special pages  Permanent link  Page information  Cite this page  Get shortened URL  Download QR code  Wikidata item  Expand all  Edit interlanguage links  Print/export  Download as PDF  Printable version  In other projects  Wikimedia Commons  Wikivoyage  Coordinates: 44°0′N 79°28′W﻿ / ﻿44.000°N 79.467°W﻿ / 44.000; -79.467  From Wikipedia, the free encyclopedia  Town in Ontario, Canada  Aurora Town ( lower-tier ) Town of Aurora Aurora Town Hall Seal Logo Motto: ""You're in Good Company"" - Motto Found on Seal: (Latin): ""Sol Meus Testis"" (Eng. ""The Sun is My Witness"") Location of Aurora within York Region Aurora Aurora in relation to southern Ontario Coordinates: 44°0′N 79°28′W ﻿ / ﻿ 44.000°N 79.467°W ﻿ / 44.000; -79.467 Country Canada Province Ontario Regional municipality York Region Settled 1854 Incorporated 1888 (town) Government • Mayor Tom Mrakas • Councilors show List Harold Kim Wendy Gaertner Ron Weese Michael Thompson Rachel Gilliland John Gallo Area • Total 50.00 km 2 (19.31 sq mi) Elevation 304 m (997 ft) Population (2021) [1] • Total 62,057 ( Ranked 92nd ) • Density 1,241.1/km 2 (3,214/sq mi) Time zone UTC-5 (EST) • Summer ( DST ) UTC-4 (EDT) Forward Sortation Area L4G Area codes 905, 289, 365, and 742 GNBC CGNDB Key FDJFO [2] Website www .aurora .ca  Aurora (  2021 population: 62,057  [1]  York Region in the  Greater Toronto Area, within the  Golden Horseshoe of  Southern Ontario,  Canada."
"(eds.). Snow Leopards: Biodiversity of the World: Conservation from Genes to Landscapes. Amsterdam, Boston, Heidelberg, London, New York: Academic Press. pp. 501–511. ISBN 9780128024966. Archived from the original on 2023-02-10. Retrieved 2020-12-12. ^ Saidov, A.; Karimov, K.; Amirov, Z. & Rosen, T. (2016). ""Central Asia: Tajikistan"". In McCarthy, T. & Mallon, D.","(eds.). Snow Leopards: Biodiversity of the World: Conservation from Genes to Landscapes. Amsterdam, Boston, Heidelberg, London, New York: Academic Press. pp. 501–511. ISBN 9780128024966. Archived from the original on 2023-02-10. Retrieved 2020-12-12. ^ Saidov, A.; Karimov, K.; Amirov, Z. & Rosen, T. (2016). ""Central Asia: Tajikistan"". In McCarthy, T. & Mallon, D.","(eds.). Snow Leopards: Biodiversity of the World: Conservation from Genes to Landscapes. Amsterdam, Boston, Heidelberg, London, New York: Academic Press. pp. 501–511. ISBN 9780128024966. Archived from the original on 2023-02-10. Retrieved 2020-12-12. ^ Saidov, A.; Karimov, K.; Amirov, Z. & Rosen, T. (2016). ""Central Asia: Tajikistan"". In McCarthy, T. & Mallon, D.","(eds.). Snow Leopards: Biodiversity of the World: Conservation from Genes to Landscapes. Amsterdam, Boston, Heidelberg, London, New York: Academic Press. pp. 501–511. ISBN 9780128024966. Archived from the original on 2023-02-10. Retrieved 2020-12-12. ^ Saidov, A.; Karimov, K.; Amirov, Z. & Rosen, T. (2016). ""Central Asia: Tajikistan"". In McCarthy, T. & Mallon, D."
"^ Cambridge, University of. ""Understanding local attitudes to snow leopards vital for their ongoing protection"". phys.org.","^ Cambridge, University of. ""Understanding local attitudes to snow leopards vital for their ongoing protection"". phys.org.","^ Cambridge, University of. ""Understanding local attitudes to snow leopards vital for their ongoing protection"". phys.org.","^ Cambridge, University of. ""Understanding local attitudes to snow leopards vital for their ongoing protection"". phys.org."
